Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
2018,1,2,14,30,15,0,0,66.68,976,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,15,30,14.4,0,0,68.2,977,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,16,30,14,0,0,68.9,977,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,17,30,13.7,0,0,69.21,976,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,18,30,13.4,0,0,69.63,976,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,19,30,13,0,0,70.67,976,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,20,30,12.4,0,0,72.55,975,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,21,30,11.6,0,0,76.16,975,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,22,30,10.8,0,0,79.89,976,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,2,23,30,10.4,0,0,81.32,976,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,0,30,9.8,0,0,83.82,977,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,1,30,11.2,11,30,77.29,978,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,2,30,13.8,114,229,66.59,978,1.5,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,3,30,16.7,197,384,55.65,979,1.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,4,30,20,248,483,46.15,978,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,5,30,22.6,277,534,39.74,978,0.6,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,6,30,24.1,274,588,36.05,976,0.7,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,7,30,24.6,261,593,34.57,975,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,8,30,24.6,233,570,33.97,975,0.8,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,9,30,24.1,177,556,34.28,974,0.6,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,10,30,22.6,122,422,39.16,975,0.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,11,30,20.1,43,171,50.36,975,0.6,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,12,30,17.9,0,0,54.3,976,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,13,30,16.4,0,0,59.56,977,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,14,30,15.5,0,0,62.55,977,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,15,30,15,0,0,63.74,977,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,16,30,14.6,0,0,64.46,977,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,17,30,14.3,0,0,64.7,977,0.8,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,18,30,13.9,0,0,65.37,977,0.6,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,19,30,13.3,0,0,67.21,976,0.5,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,20,30,12.4,0,0,70.9,976,0.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,21,30,11.6,0,0,74.04,976,0.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,22,30,10.7,0,0,77.07,977,0.6,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,3,23,30,10.2,0,0,77.47,977,0.7,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,0,30,9.4,0,0,79.45,978,0.8,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,1,30,10.8,18,102,71.81,979,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,2,30,13.7,90,464,59.47,980,1.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,3,30,17,130,656,50.48,980,1.6,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,4,30,20.4,149,760,43.09,980,1.7,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,5,30,22.9,158,820,33.36,979,1.5,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,6,30,24.2,153,857,28.77,978,1.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,7,30,24.6,150,845,27.13,977,1.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,8,30,24.5,141,809,26.86,976,1.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,9,30,23.9,123,736,27.64,976,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,10,30,21.8,94,590,33.68,976,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,11,30,18.8,42,288,50.62,976,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,12,30,16.6,0,0,52.33,976,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,13,30,15.2,0,0,57.23,977,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,14,30,14.1,0,0,60.99,977,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,15,30,13.2,0,0,64.04,978,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,16,30,12.4,0,0,66.52,977,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,17,30,11.8,0,0,68.21,977,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,18,30,11.2,0,0,69.9,977,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,19,30,10.8,0,0,70.73,976,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,20,30,10.4,0,0,71.77,976,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,21,30,10.2,0,0,71.89,976,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,22,30,10,0,0,71.95,976,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,4,23,30,9.9,0,0,71.77,976,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,0,30,9.5,0,0,73.35,977,0.8,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,1,30,10.8,17,114,68.69,978,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,2,30,13.6,84,487,61.21,979,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,3,30,17.1,121,674,49.49,979,1.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,4,30,20.9,143,767,37.9,979,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,5,30,23.2,156,814,29.89,978,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,6,30,24.3,170,811,27.24,977,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,7,30,24.7,169,796,26.41,976,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,8,30,24.8,158,759,26.15,975,0.8,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,9,30,24.2,142,667,27,975,0.6,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,10,30,22.1,105,521,33.48,974,0.7,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,11,30,18.9,44,237,51.58,975,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,12,30,16.6,0,0,53.63,975,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,13,30,15.3,0,0,57.62,976,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,14,30,14.4,0,0,60.09,976,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,15,30,13.7,0,0,62.01,976,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,16,30,13.1,0,0,63.61,976,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,17,30,12.6,0,0,64.73,976,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,18,30,12.1,0,0,65.68,975,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,19,30,11.9,0,0,65.28,975,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,20,30,11.6,0,0,65,975,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,21,30,11,0,0,65.94,975,0.8,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,22,30,10,0,0,69.73,975,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,5,23,30,9.5,0,0,70.84,975,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,0,30,8.7,0,0,72.99,977,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,1,30,10.2,16,75,66.42,977,1.5,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,2,30,13.2,96,396,53.61,978,1.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,3,30,16.4,145,580,44.23,978,1.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,4,30,20,175,682,36.85,978,1.8,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,5,30,22.7,192,732,30.65,977,1.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,6,30,24,208,726,28.39,976,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,7,30,24.5,207,713,27.98,975,0.8,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,8,30,24.4,193,672,28.48,974,0.7,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,9,30,23.7,178,551,29.98,974,0.7,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,10,30,21.6,127,406,36.95,974,0.7,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,11,30,18.6,45,158,54.18,975,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,12,30,16.5,0,0,56.31,975,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,13,30,15.4,0,0,59.57,976,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,14,30,14.5,0,0,62.35,976,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,15,30,13.7,0,0,65.04,976,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,16,30,13,0,0,67.45,976,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,17,30,12.6,0,0,68.5,976,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,18,30,12.3,0,0,68.92,975,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,19,30,12.1,0,0,68.77,975,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,20,30,12,0,0,68.05,975,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,21,30,11.5,0,0,68.76,975,0.8,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,22,30,10.8,0,0,71.18,975,0.8,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,6,23,30,10.5,0,0,71.93,975,0.8,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,0,30,9.8,0,0,74.21,977,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,1,30,11.1,12,37,68.78,978,1.6,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,2,30,13.7,110,276,58.05,979,2.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,3,30,16.5,204,362,48.2,979,2.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,4,30,19.6,259,460,40.6,979,2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,5,30,22.2,290,514,34.66,978,1.6,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,6,30,23.5,291,558,32.52,977,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,7,30,24,285,550,32.01,976,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,8,30,24,261,512,32.29,975,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,9,30,23.3,216,440,33.72,975,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,10,30,20.9,146,311,42.12,975,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,11,30,17.7,44,113,62.73,976,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,12,30,15.8,0,0,62.88,977,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,13,30,14.9,0,0,64.95,978,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,14,30,14.1,0,0,67.07,978,1.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,15,30,13.4,0,0,68.9,978,1.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,16,30,12.8,0,0,70.35,978,1.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,17,30,12.3,0,0,71.43,978,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,18,30,11.9,0,0,72.02,977,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,19,30,11.5,0,0,72.59,977,1.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,20,30,11.2,0,0,72.56,976,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,21,30,10.8,0,0,73.21,976,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,22,30,10.1,0,0,75.69,976,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,23,30,9.8,0,0,76.49,977,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,0,30,8.9,0,0,80.39,978,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,1,30,10.6,15,69,73.16,979,1.7,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,2,30,13.8,97,395,60.13,980,2.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,3,30,17.2,143,590,48.99,981,2.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,4,30,20.7,168,702,38.26,981,2.7,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,5,30,23,180,761,31.03,980,2.6,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,6,30,24.2,179,796,28.51,979,2.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,7,30,24.7,175,789,27.63,978,2.2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,8,30,24.5,163,755,27.73,977,2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,9,30,23.7,151,651,28.77,977,1.8,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,10,30,21.2,113,506,36.36,978,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,11,30,17.8,47,232,58.04,978,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,12,30,15.6,0,0,58.46,979,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,13,30,14.5,0,0,61.1,979,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,14,30,13.6,0,0,63.22,980,1.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,15,30,12.8,0,0,65.09,980,1.4,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,16,30,12.2,0,0,66.42,980,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,17,30,11.7,0,0,67.41,979,1.3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,18,30,11.5,0,0,66.9,979,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,19,30,11.2,0,0,66.81,979,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,20,30,10.8,0,0,67.2,979,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,21,30,10,0,0,70.18,979,0.9,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,22,30,9,0,0,74.56,979,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,8,23,30,8.5,0,0,76.39,979,1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,9,0,30,7.8,0,0,79.21,980,1.1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,9,1,30,9.6,17,109,71.64,981,1.6,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,9,2,30,13,85,497,57.14,982,2,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
